the_geom,p_lecz,field_1,unique_id,id_no,site_id,name_seria,name_en,name_fr,date_inscr,sec_date,danger_lis,longitude,latitude,area_ha,area_ha1,c1,c2,c3,c4,c5,c6,criteria_t,category,category_s,states_en,states_fr,region_en,region_fr,iso_code,undp_code,transbound,her_type1,her_type2,buffer_ha,srtm_min,srtm_max,srtm_mean,cartodb_id,ur_grump,ur_mod_buf,ur_joined,dist_mcd,dist_gshhs,dist_join,column_2020_rcp2_6_flood,column_2020_rcp2_6_erosion,column_2020_rcp4_5_flood,column_2020_rcp4_5_erosion,column_2020_rcp8_5_flood,column_2020_rcp8_5_erosion,column_2020_high_end_flood,column_2020_high_end_erosion,column_2030_rcp2_6_flood,column_2030_rcp2_6_erosion,column_2030_rcp4_5_flood,column_2030_rcp4_5_erosion,column_2030_rcp8_5_flood,column_2030_rcp8_5_erosion,column_2030_high_end_flood,column_2030_high_end_erosion,column_2050_rcp2_6_flood,column_2050_rcp2_6_erosion,column_2050_rcp4_5_flood,column_2050_rcp4_5_erosion,column_2050_rcp8_5_flood,column_2050_rcp8_5_erosion,column_2050_high_end_flood,column_2050_high_end_erosion,column_2100_rcp2_6_flood,column_2100_rcp2_6_erosion,column_2100_rcp4_5_flood,column_2100_rcp4_5_erosion,column_2100_rcp8_5_flood,column_2100_rcp8_5_erosion,column_2100_high_end_flood,column_2100_high_end_erosion
0101000020E61000007D3A1E3350192740C8B60C384BC64640,0.988069,78,98,712,1,City of Vicenza (including 23 buildings constructed by Palladio),City of Vicenza and the Palladian Villas of the Veneto,Ville de Vicence et les villas de Palladio en Vénétie,1994,1996, ,11.54944,45.5491705,218,217.9395893,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,2,117649,-10,18,-0.093728,79,1,1,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,6.26,0,6.25,0,6.25,0,6.25,0,6.26,3.44,6.26,0,6.26,0,6.26,4.06,6.29,6.84
0101000020E61000006FFEBA2E57622C400D109226DA654440,0,79,79,726,3,Marechiaro,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.1920714,40.79571993,4,4.404388664,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,121,129,124.2,80,1,1,1,53461.73319,53469.54384,53461.73319,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
0101000020E61000001AE2F5ECFB682C4087DFEA8CB1684440,0,80,94,726,2,"District of Villa Manzo, Santa Maria della Consolazione",Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.20504704,40.81791841,15.5,18.24333165,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,110,188,159.08,81,1,1,1,300.6729778,279.0860823,300.6729778,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
0101000020E610000096B24E8D7E612C403E888D47E3664440,0,81,95,726,4,District of Casale and Santo Strato,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.19041864,40.80381102,19.75,19.2955188,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,85,144,112.76,82,1,1,1,701.5847568,686.7412222,701.5847568,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
0101000020E6100000ED52974A477E2C4084B3BEF59F6C4440,1,82,99,726,1,Historical Centre of Naples,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.24663766,40.84863159,981.75,978.87379,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999,4,4,4,83,1,1,1,8451.835863,8663.186505,8451.835863,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
0101000020E61000005D695BC5C9B32340FAE1525B0B034640,0,83,82,826,4,Isola Tinetto,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.851148765,44.02378408,4.69,0.876087174,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,165,214,182.78,84,0,1,0,62124.35241,61879.141,62124.35241,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
0101000020E6100000B5C88AA286B323401FADBD9171034640,0,84,92,826,3,Isola Tino,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.850636558,44.02690336,13.31,12.67426566,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0,30,55,38.179,85,1,1,1,49180.49732,48967.62248,49180.49732,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
0101000020E610000050641DF691B0234067C19BA093054640,0.9349922,85,97,826,2,Isola Palmaria,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.844863597,44.04356773,159.71,158.0457366,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-3,19,6.5358,86,1,1,0,59030.37341,59275.6562,59030.37341,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
0101000020E610000010240301B1552340F4A8B6A351144640,1,86,100,826,1,Cinque Terre and Portovenere,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.667366058,44.15874144,4511.54,5584.199631,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999,6,7,6.913,87,1,1,1,8334.455313,8531.011355,8334.455313,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
0101000020E6100000E8107A2E3AEE2640B92A790AF3734640,1,87,101,733,2,Diamantina,"Ferrara, City of the Renaissance, and its Po Delta","Ferrare, ville de la Renaissance, et son delta du Pô",1995,1999, ,11.46528764,44.90585452,5320,3149.110099,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,0.68,7,10,7.2308,88,1,1,1,7955.676206,8166.354043,7955.676206,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24
0101000020E6100000B7DB68DF608A2740F20D43B3046F4640,0,88,119,733,1,Ferrara,"Ferrara, City of the Renaissance, and its Po Delta","Ferrare, ville de la Renaissance, et son delta du Pô",1995,1999, ,11.77027033,44.86733094,41392,39750.8564,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,33,47,33,89,1,1,1,798.1545674,854.6150071,798.1545674,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24,10,8.24
0101000020E6100000E2D142D9C63D2D40FA43967969554440,1,89,102,830,0, ,Costiera Amalfitana,Côte amalfitaine,1997,0, ,14.62065772,40.66728134,11231,10652.52517,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,2.92,2,5,2.6923,90,1,1,1,7812.843833,8024.479207,7812.843833,3.66,8.44,3.7,8.44,3.66,8.44,4.14,8.44,3.82,8.44,3.86,8.44,3.82,8.44,4.54,8.44,4.14,8.44,4.22,8.44,4.26,8.44,5.62,8.44,4.82,8.44,5.26,8.44,5.86,8.44,6.02,8.44
0101000020E6100000BA8AD953F1DC21403A327F1AB1344640,1,90,111,1211,0, ,Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli,"Gênes, les Strade Nuove et le système des palais des Rolli",2006,0,0,8.931528683,44.41165477,15.78,21.009086,0,0,1,1,0,1,(iii)(iv)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,4,0,-4,8,0.78636,91,0,1,1,3521.979507,3065.084408,3521.979507,0,5.48,0,5.48,0,5.48,0,5.6,0,5.51,0,5.52,0,5.51,0,5.71,0,5.59,0,5.62,0,5.62,0,5.99,0,5.76,0,5.89,0,6.05,3.96,6.52
0101000020E6100000BC4B771185CA24406D0FEFF793DC4540,1,91,112,395,0, ,"Piazza del Duomo, Pisa",Piazza del Duomo à Pise,1987,0, ,10.39554648,43.72326564,8.87,9.289367564,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0
0101000020E610000002816B7A927A2E4070717DEDD38B4240,0.2612358,92,114,1200,2,"Epipolae, Achradina, Tyche and Neapolis, Euryalus Castle, Dionysian fortifications and the Scala Greca area",Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.23939879,37.09240502,635.96,657.3889967,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-1,76,29.905,93,0,0,0,0,0,0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
0101000020E6100000E6662C58B2962E40B6B1653BD7874240,0.1044124,93,115,1200,3,Ortygia,Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.29432941,37.06125586,56.64,59.82502441,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-2,183,77.314,94,1,0,0,0,0,0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
0101000020E61000008DCBB8A9810E2E409B94DD2722924240,0.0229214,94,118,1200,1,Necropolis of Pantalica,Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.028333,37.14166735,205.86,206.2031285,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-14,804,349.13,95,1,1,1,0,0,0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
0101000020E61000008408DDCAB7D2414089E6099D3A0F4140,0,95,120,295,0, ,Byblos,Byblos,1984,0, ,35.6462339,34.11897624,-9999,10.78953891,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,12,13,12.122,96,1,1,1,673.5555331,783.9955622,673.5555331,4.47,6.91,4.51,6.91,4.47,6.91,4.99,6.91,4.63,6.91,4.67,6.91,4.63,6.91,5.43,6.91,4.99,6.91,5.11,6.91,5.11,6.91,6.55,6.91,5.75,6.91,6.23,6.91,6.55,6.91,6.55,6.91
0101000020E61000007B14AE47E19A414052B81E85EBA14040,0,96,121,299,0, ,Tyre,Tyr,1984,0, ,35.21,33.265,153.8,164.962618,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,20,32,22,97,1,1,1,1767.31368,1980.95443,1767.31368,4.17,9.79,4.21,9.79,4.17,9.79,4.7,9.79,4.33,9.79,4.38,9.79,4.33,9.79,5.15,9.79,4.7,9.79,4.82,9.79,4.82,9.79,6.29,9.79,5.48,9.79,5.96,9.79,6.3,9.79,6.44,9.79
0101000020E61000009AB4679E75962C4085C93B2488514040,0,97,122,183,0, ,Archaeological Site of Leptis Magna,Site archéologique de Leptis Magna,1982,0, ,14.29386611,32.63696721,-9999,131.5651224,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,20,25,22.5,98,1,1,1,539.8949241,626.461289,539.8949241,3.76,8.71,3.8,8.71,3.76,8.71,4.28,8.71,3.92,8.71,3.96,8.71,3.96,8.71,4.72,8.71,4.28,8.71,4.4,8.71,4.4,8.71,5.85,8.71,5.04,8.71,5.56,8.71,6.01,8.71,6.02,8.71
0101000020E6100000C024B637CFF9284011A649A52F674040,0,98,123,184,0, ,Archaeological Site of Sabratha,Site archéologique de Sabratha,1982,0, ,12.48790907,32.80614153,-9999,43.61987865,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,21,35,27,99,1,1,1,628.1235597,621.1882562,628.1235597,4.43,8.65,4.47,8.65,4.43,8.65,4.92,8.65,4.59,8.65,4.63,8.65,4.59,8.65,5.4,8.65,4.92,8.65,5.08,8.65,5.08,8.65,6.05,8.65,5.68,8.65,6.05,8.65,6.05,8.65,6.05,8.65
0101000020E61000003F271829EF062D40AA1B5A2A10F34140,0,99,125,131,0, ,City of Valletta,Ville de La Valette,1980,0, ,14.5135434,35.89893083,55.5,73.14486125,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,12,30,18.923,100,1,1,1,391.0781831,417.960204,391.0781831,4.06,7.33,4.06,7.33,4.06,7.33,4.54,7.33,4.18,7.33,4.26,7.33,4.22,7.33,4.98,7.33,4.54,7.33,4.66,7.33,4.66,7.33,6.06,7.33,5.26,7.33,5.74,7.33,6.38,7.33,6.54,7.33
0101000020E610000003FAD04711C0324001F655E24F3B4540,0.0028457,100,126,125,0, ,Natural and Culturo-Historical Region of Kotor,Contrée naturelle et culturo-historique de Kotor,1979,0,P 1979-2003,18.75026368,42.46337537,14600,10100.60639,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0,10,46,26.86,101,1,1,1,1758.903387,2004.705544,1758.903387,6.08,6.67,6.08,6.67,6.04,6.67,6.57,6.67,6.2,6.67,6.24,6.67,6.24,6.67,6.97,6.67,6.61,6.67,6.69,6.67,6.69,6.67,7.93,6.67,7.41,6.67,7.85,6.67,7.93,6.67,7.94,6.67
0101000020E61000006AF981AB3C81F73F3481221631964440,0.0064135,101,129,875,14,Triumphal Arch of Bera 20 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.469052,41.173373,0.01,0.009958323,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-2,1358,472.17,102,1,1,1,0,0,0,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000EEB60BCD751AF53FAFEDED96E4904440,0.0091194,102,130,875,10,Tower of Scipios 5 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.31896,41.131976,0.08,0.07966734,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-8,1887,741.66,103,1,1,0,0,0,0,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E610000056CBE7267B25F43FE8F094FEF38E4440,0.0171047,103,131,875,1,Roman walls Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25915065,41.11682112,0.6,0.981289395,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,0,1123,332.71,104,1,0,0,0,0,0,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E610000040DEAB5626FCF33F4963B48EAA8E4440,0.0238199,104,132,875,5,The Colonial Forum Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.24906,41.11458,0.6,0.598764601,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0,-5,1210,381.8,105,0,1,1,0,0,0,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E61000000D84805642D2F33FC43CD0AFD28E4440,0,105,133,875,8,Paleochristian cemetry Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.238832796,41.11580465,1.3,1.269388844,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,13,16,15.462,106,1,1,1,754.5761611,880.0583747,754.5761611,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000F64629F8D8EA3C40A56FA9B576804440,0.0303931,139,176,356,4,Land Walls of Istanbul,Historic Areas of Istanbul,Zones historiques d'Istanbul,1985,0, ,28.91737319,41.00362273,506,511.9686192,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,113,1,65,25.343,140,1,1,1,472.2710872,136.9621128,136.9621128,2.95,6.15,2.91,6.15,2.95,6.15,3.44,6.15,3.07,6.15,3.07,6.15,3.07,6.15,3.88,6.15,3.44,6.15,3.48,6.15,3.48,6.15,5.01,6.15,4.16,6.15,4.45,6.15,4.93,6.15,6.08,6.15
0101000020E6100000FC3559A31E22F43F087250C24C8F4440,0,106,134,875,2,The imperial cult enclosure Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25833,41.11953,2.23,2.228573948,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,11,11,11,107,1,1,1,192.5817817,253.3957262,192.5817817,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E61000008AC6DADFD99EF33F560DC2DCEE934440,0,107,135,875,12,The 4.6 km NNW of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.226282,41.155727,2.24,2.238548718,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,45,80,64.82,108,1,1,1,297.615666,398.4842377,297.615666,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000C319FEFE8D68F53F1D9816D4BB914440,0,108,136,875,11,Medol Quary 9 km N of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.338026043,41.13854457,5.3,5.892562926,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,37,39,39,109,1,1,1,566.7382237,550.9619142,566.7382237,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000F25EB532E117F43F2DF524971C8F4440,0.8151574,109,137,875,3,Provincial Forum Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25583,41.11806001,5.85,5.849784531,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,5,11,7.3333,110,1,1,1,803.873904,714.0198232,803.873904,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000B05099D2622FF63FD3DE5CD36E914440,0,110,138,875,13,The 10 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.386568854,41.13619463,6.5,6.477120807,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,68,79,74.25,111,1,1,1,592.9421992,648.6567668,592.9421992,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000188018B1E7FCF33F886FF641758E4440,0,111,142,875,6,The Roman Theatre Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.249244396,41.11295342,0.54,0.516956993,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,40,45,44,112,1,1,1,5307.109295,5222.707309,5307.109295,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E610000026877D727C23F43FBCE3FB7FA88E4440,0.1430774,112,146,875,7,"The Amphitheatre, basilica, and Romanesque durch Tarragona",Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.258663604,41.11451721,1,1.003472124,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,7,40,15.25,113,1,1,1,1042.186097,996.2932486,1042.186097,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E61000004D77B8CCD216F43F3315E291F88E4440,0,113,150,875,4,The Circus Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.255572128,41.11696075,6,6.011239015,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,56,73,60,114,1,1,1,439.293356,536.2186263,439.293356,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E6100000D125B94FD0E6F33F0033C624AF924440,0.1642568,114,151,875,9,Aqueduct 4 km N of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.243851005,41.14596996,0.4,0.27841112,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0,7,25,13.2,115,1,1,1,131.24937,133.4529072,131.24937,0,9.04,0,9.04,0,9.04,0,9.1,0,9.06,0,9.07,0,9.06,0,9.16,0,9.11,0,9.12,0,9.12,0,9.29,0,9.21,0,9.27,0,9.34,0,9.49
0101000020E610000064002C1B6BFD0640394CB00F1DE54340,0,115,152,1371,0, ,Cultural Landscape of the Serra de Tramuntana,Paysage culturel de la Serra de Tramuntana,2011,0, ,2.873739445,39.78994938,30745,30163.99401,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,3.4,13,18,15.875,116,1,1,1,421.180695,409.8347678,421.180695,3.72,7.1,3.76,7.1,3.72,7.1,4.24,7.1,3.88,7.1,3.96,7.1,3.92,7.1,4.72,7.1,4.24,7.1,4.4,7.1,4.4,7.1,5.76,7.1,5.04,7.1,5.56,7.1,6,7.1,6,7.1
0101000020E6100000FAE1525B0BA92440EC4E98AC616D4240,0.0711366,116,153,37,5,Land of the Roman house,Archaeological Site of Carthage,Site archéologique de Carthage,1979,0, ,10.33016477,36.85454328,0.65,0.625003671,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,8,11,39,26,117,1,1,1,71.22603905,164.9675948,71.22603905,3.95,6.93,3.99,6.93,3.95,6.93,4.47,6.93,4.11,6.93,4.15,6.93,4.11,6.93,4.91,6.93,4.47,6.93,4.59,6.93,4.59,6.93,6.04,6.93,5.19,6.93,5.72,6.93,6.12,6.93,6.16,6.93
