,unique_id,id_no,site_id,name_seria,name_en,name_fr,date_inscr,sec_date,danger_lis,longitude,latitude,area_ha,area_ha1,C1,C2,C3,C4,C5,C6,criteria_t,category,category_s,states_en,states_fr,region_en,region_fr,iso_code,undp_code,transbound,her_type1,her_type2,buffer_ha,srtm_min,srtm_max,srtm_mean,p_lecz,ur_grump,ur_mod_buf,ur_joined,dist_mcd,dist_gshhs,dist_join,2020_RCP2.6_flood,2020_RCP2.6_erosion,2020_RCP4.5_flood,2020_RCP4.5_erosion,2020_RCP8.5_flood,2020_RCP8.5_erosion,2020_High-End_flood,2020_High-End_erosion,2030_RCP2.6_flood,2030_RCP2.6_erosion,2030_RCP4.5_flood,2030_RCP4.5_erosion,2030_RCP8.5_flood,2030_RCP8.5_erosion,2030_High-End_flood,2030_High-End_erosion,2050_RCP2.6_flood,2050_RCP2.6_erosion,2050_RCP4.5_flood,2050_RCP4.5_erosion,2050_RCP8.5_flood,2050_RCP8.5_erosion,2050_High-End_flood,2050_High-End_erosion,2100_RCP2.6_flood,2100_RCP2.6_erosion,2100_RCP4.5_flood,2100_RCP4.5_erosion,2100_RCP8.5_flood,2100_RCP8.5_erosion,2100_High-End_flood,2100_High-End_erosion
79,79,726,3,Marechiaro,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.192071400000001,40.79571993,4.0,4.404388664,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,121,129,124.2,0.0,1,1,1,53461.73319,53469.54384,53461.73319,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
80,94,726,2,"District of Villa Manzo, Santa Maria della Consolazione",Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.20504704,40.81791841,15.5,18.24333165,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,110,188,159.08,0.0,1,1,1,300.6729778,279.08608230000004,300.6729778,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
81,95,726,4,District of Casale and Santo Strato,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.19041864,40.80381102,19.75,19.2955188,0,1,0,1,0,0,(ii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,85,144,112.76,0.0,1,1,1,701.5847568,686.7412222,701.5847568,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
82,99,726,1,Historical Centre of Naples,Historic Centre of Naples,Centre historique de Naples,1995,0, ,14.24663766,40.84863159,981.75,978.87379,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999.0,4,4,4.0,1.0,1,1,1,8451.835863,8663.186505,8451.835863,3.7,6.79,3.74,6.79,3.7,6.79,4.18,6.79,3.86,6.79,3.9,6.79,3.86,6.79,4.58,6.79,4.18,6.79,4.26,6.79,4.3,6.79,5.66,6.79,4.86,6.79,5.3,6.79,5.91,6.79,6.12,6.79
83,82,826,4,Isola Tinetto,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.851148765,44.02378408,4.69,0.876087174,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,165,214,182.78,0.0,0,1,0,62124.35241,61879.140999999996,62124.35241,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
84,92,826,3,Isola Tino,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.850636558,44.02690336,13.31,12.67426566,1,1,0,0,0,0,(i)(ii),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,2,,0.0,30,55,38.179,0.0,1,1,1,49180.49732,48967.62248,49180.49732,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
85,97,826,2,Isola Palmaria,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.844863597,44.04356773,159.71,158.0457366,0,1,1,1,1,1,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-3,19,6.5358,0.9349921999999998,1,1,0,59030.37341,59275.6562,59030.37341,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
86,100,826,1,Cinque Terre and Portovenere,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,0, ,9.667366057999999,44.15874144,4511.54,5584.199631,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,-9999.0,6,7,6.912999999999999,1.0,1,1,1,8334.455313,8531.011355,8334.455313,4.03,8.29,4.07,8.29,4.07,8.29,4.55,8.29,4.19,8.29,4.23,8.29,4.19,8.29,4.95,8.29,4.51,8.29,4.63,8.29,4.63,8.29,6.07,8.29,5.23,8.29,5.67,8.29,6.11,8.29,6.12,8.29
87,101,733,2,Diamantina,"Ferrara, City of the Renaissance, and its Po Delta","Ferrare, ville de la Renaissance, et son delta du Pô",1995,1999, ,11.46528764,44.90585452,5320.0,3149.110099,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,0.68,7,10,7.2308,1.0,1,1,1,7955.676206,8166.354043,7955.676206,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24
88,119,733,1,Ferrara,"Ferrara, City of the Renaissance, and its Po Delta","Ferrare, ville de la Renaissance, et son delta du Pô",1995,1999, ,11.77027033,44.86733094,41392.0,39750.8564,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,33,47,33.0,0.0,1,1,1,798.1545674,854.6150071000001,798.1545674,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24,10.0,8.24
89,102,830,0, ,Costiera Amalfitana,Côte amalfitaine,1997,0, ,14.62065772,40.66728134,11231.0,10652.52517,1,1,1,1,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,4,,2.92,2,5,2.6923,1.0,1,1,1,7812.843833,8024.479206999999,7812.843833,3.66,8.44,3.7,8.44,3.66,8.44,4.14,8.44,3.8200000000000003,8.44,3.86,8.44,3.8200000000000003,8.44,4.54,8.44,4.14,8.44,4.22,8.44,4.26,8.44,5.62,8.44,4.82,8.44,5.26,8.44,5.86,8.44,6.02,8.44
90,111,1211,0, ,Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli,"Gênes, les Strade Nuove et le système des palais des Rolli",2006,0,0,8.931528683,44.41165477,15.78,21.009086,0,0,1,1,0,1,(iii)(iv)(vi),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,4.0,0.0,-4,8,0.7863600000000001,1.0,0,1,1,3521.979507,3065.0844079999997,3521.979507,0.0,5.48,0.0,5.48,0.0,5.48,0.0,5.6,0.0,5.51,0.0,5.52,0.0,5.51,0.0,5.71,0.0,5.59,0.0,5.62,0.0,5.62,0.0,5.99,0.0,5.76,0.0,5.89,0.0,6.05,3.96,6.52
91,112,395,0, ,"Piazza del Duomo, Pisa",Piazza del Duomo à Pise,1987,0, ,10.39554648,43.72326564,8.87,9.289367563999999,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0
92,114,1200,2,"Epipolae, Achradina, Tyche and Neapolis, Euryalus Castle, Dionysian fortifications and the Scala Greca area",Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.23939879,37.09240502,635.96,657.3889967,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-1,76,29.905,0.26123579999999996,0,0,0,0.0,0.0,0.0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
93,115,1200,3,Ortygia,Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.29432941,37.06125586,56.64,59.82502441,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-2,183,77.314,0.1044124,1,0,0,0.0,0.0,0.0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
94,118,1200,1,Necropolis of Pantalica,Syracuse and the Rocky Necropolis of Pantalica,Syracuse et la nécropole rocheuse de Pantalica,2005,0, ,15.028332999999998,37.14166735,205.86,206.2031285,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-14,804,349.13,0.0229214,1,1,1,0.0,0.0,0.0,3.19,8.25,3.23,8.25,3.23,8.25,3.71,8.25,3.35,8.25,3.43,8.25,3.39,8.25,4.15,8.25,3.71,8.25,3.83,8.25,3.87,8.25,5.27,8.25,4.55,8.25,5.03,8.25,5.63,8.25,6.04,8.25
95,120,295,0, ,Byblos,Byblos,1984,0, ,35.6462339,34.11897624,-9999.0,10.78953891,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,12,13,12.122,0.0,1,1,1,673.5555331,783.9955622,673.5555331,4.47,6.91,4.51,6.91,4.47,6.91,4.99,6.91,4.63,6.91,4.67,6.91,4.63,6.91,5.43,6.91,4.99,6.91,5.11,6.91,5.11,6.91,6.55,6.91,5.75,6.91,6.23,6.91,6.55,6.91,6.55,6.91
96,121,299,0, ,Tyre,Tyr,1984,0, ,35.21,33.265,153.8,164.962618,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,20,32,22.0,0.0,1,1,1,1767.31368,1980.95443,1767.31368,4.17,9.79,4.21,9.79,4.17,9.79,4.7,9.79,4.33,9.79,4.38,9.79,4.33,9.79,5.15,9.79,4.7,9.79,4.82,9.79,4.82,9.79,6.29,9.79,5.48,9.79,5.96,9.79,6.3,9.79,6.44,9.79
97,122,183,0, ,Archaeological Site of Leptis Magna,Site archéologique de Leptis Magna,1982,0, ,14.29386611,32.63696721,-9999.0,131.5651224,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,20,25,22.5,0.0,1,1,1,539.8949241,626.461289,539.8949241,3.76,8.71,3.8,8.71,3.76,8.71,4.28,8.71,3.92,8.71,3.96,8.71,3.96,8.71,4.72,8.71,4.28,8.71,4.4,8.71,4.4,8.71,5.85,8.71,5.04,8.71,5.5600000000000005,8.71,6.01,8.71,6.02,8.71
98,123,184,0, ,Archaeological Site of Sabratha,Site archéologique de Sabratha,1982,0, ,12.48790907,32.80614153,-9999.0,43.61987865,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,21,35,27.0,0.0,1,1,1,628.1235597,621.1882562000001,628.1235597,4.43,8.65,4.47,8.65,4.43,8.65,4.92,8.65,4.59,8.65,4.63,8.65,4.59,8.65,5.4,8.65,4.92,8.65,5.08,8.65,5.08,8.65,6.05,8.65,5.68,8.65,6.05,8.65,6.05,8.65,6.05,8.65
99,125,131,0, ,City of Valletta,Ville de La Valette,1980,0, ,14.513543400000001,35.89893083,55.5,73.14486125,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,12,30,18.923,0.0,1,1,1,391.07818310000005,417.960204,391.07818310000005,4.06,7.33,4.06,7.33,4.06,7.33,4.54,7.33,4.18,7.33,4.26,7.33,4.22,7.33,4.98,7.33,4.54,7.33,4.66,7.33,4.66,7.33,6.06,7.33,5.26,7.33,5.74,7.33,6.38,7.33,6.54,7.33
100,126,125,0, ,Natural and Culturo-Historical Region of Kotor,Contrée naturelle et culturo-historique de Kotor,1979,0,P 1979-2003,18.75026368,42.46337537,14600.0,10100.60639,0,0,1,1,1,0,(iii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,3,,0.0,10,46,26.86,0.0028456999999999996,1,1,1,1758.903387,2004.7055440000001,1758.903387,6.08,6.67,6.08,6.67,6.04,6.67,6.57,6.67,6.2,6.67,6.24,6.67,6.24,6.67,6.97,6.67,6.61,6.67,6.69,6.67,6.69,6.67,7.93,6.67,7.41,6.67,7.85,6.67,7.93,6.67,7.94,6.67
101,129,875,14,Triumphal Arch of Bera 20 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.469052,41.173373,0.01,0.009958323,0,1,0,1,1,0,(ii)(iv)(v),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-2,1358,472.17,0.006413500000000001,1,1,1,0.0,0.0,0.0,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
102,130,875,10,Tower of Scipios 5 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.3189600000000001,41.131976,0.08,0.07966734,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-8,1887,741.66,0.0091194,1,1,0,0.0,0.0,0.0,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
103,131,875,1,Roman walls Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25915065,41.11682112,0.6,0.981289395,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,0,1123,332.71,0.0171047,1,0,0,0.0,0.0,0.0,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
104,132,875,5,The Colonial Forum Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.24906,41.11458,0.6,0.5987646010000001,0,0,1,1,0,0,(iii)(iv),Cultural,C,Italy,Italie,Europe and North America,Europe et Amérique du nord,it,ita,0,1,,0.0,-5,1210,381.8,0.0238199,0,1,1,0.0,0.0,0.0,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
105,133,875,8,Paleochristian cemetry Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.2388327959999998,41.11580465,1.3,1.269388844,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,13,16,15.462,0.0,1,1,1,754.5761611,880.0583747000002,754.5761611,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
106,134,875,2,The imperial cult enclosure Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25833,41.11953,2.23,2.228573948,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,11,11,11.0,0.0,1,1,1,192.5817817,253.3957262,192.5817817,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
107,135,875,12,The 4.6 km NNW of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.2262819999999999,41.155727,2.24,2.238548718,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,45,80,64.82,0.0,1,1,1,297.61566600000003,398.4842377,297.61566600000003,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
108,136,875,11,Medol Quary 9 km N of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.338026043,41.13854457,5.3,5.892562926,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,37,39,39.0,0.0,1,1,1,566.7382237,550.9619142000001,566.7382237,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
109,137,875,3,Provincial Forum Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.25583,41.11806001,5.85,5.849784531,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,5,11,7.3333,0.8151574,1,1,1,803.873904,714.0198232000001,803.873904,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
110,138,875,13,The 10 km E of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.386568854,41.13619463,6.5,6.477120807,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,68,79,74.25,0.0,1,1,1,592.9421992,648.6567668,592.9421992,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
111,142,875,6,The Roman Theatre Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.249244396,41.11295342,0.54,0.516956993,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,40,45,44.0,0.0,1,1,1,5307.109295,5222.707309,5307.109295,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
112,146,875,7,"The Amphitheatre, basilica, and Romanesque durch Tarragona",Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.258663604,41.11451721,1.0,1.003472124,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,7,40,15.25,0.1430774,1,1,1,1042.186097,996.2932486,1042.186097,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
113,150,875,4,The Circus Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.255572128,41.11696075,6.0,6.011239015,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,56,73,60.0,0.0,1,1,1,439.29335599999996,536.2186263,439.29335599999996,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
114,151,875,9,Aqueduct 4 km N of Tarragona,Archaeological Ensemble of Tárraco,Ensemble archéologique de Tarragone,2000,0, ,1.243851005,41.14596996,0.4,0.27841112,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,0.0,7,25,13.2,0.1642568,1,1,1,131.24937,133.4529072,131.24937,0.0,9.04,0.0,9.04,0.0,9.04,0.0,9.1,0.0,9.06,0.0,9.07,0.0,9.06,0.0,9.16,0.0,9.11,0.0,9.12,0.0,9.12,0.0,9.29,0.0,9.21,0.0,9.27,0.0,9.34,0.0,9.49
115,152,1371,0, ,Cultural Landscape of the Serra de Tramuntana,Paysage culturel de la Serra de Tramuntana,2011,0, ,2.873739445,39.78994938,30745.0,30163.994010000002,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,3.4,13,18,15.875,0.0,1,1,1,421.180695,409.8347678,421.180695,3.7199999999999998,7.1,3.76,7.1,3.7199999999999998,7.1,4.24,7.1,3.88,7.1,3.96,7.1,3.92,7.1,4.72,7.1,4.24,7.1,4.4,7.1,4.4,7.1,5.76,7.1,5.04,7.1,5.5600000000000005,7.1,6.0,7.1,6.0,7.1
116,153,37,5,Land of the Roman house,Archaeological Site of Carthage,Site archéologique de Carthage,1979,0, ,10.33016477,36.85454328,0.65,0.625003671,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,8.0,11,39,26.0,0.07113660000000001,1,1,1,71.22603905,164.9675948,71.22603905,3.95,6.93,3.99,6.93,3.95,6.93,4.47,6.93,4.11,6.93,4.15,6.93,4.11,6.93,4.91,6.93,4.47,6.93,4.59,6.93,4.59,6.93,6.04,6.93,5.19,6.93,5.72,6.93,6.12,6.93,6.16,6.93
117,154,37,4,"Land of the ""Maison de la course des chars""",Archaeological Site of Carthage,Site archéologique de Carthage,1979,0, ,10.32679401,36.85422883,0.95,0.40807213299999995,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,27.5,50,61,54.0,0.0,1,1,1,283.6701382,389.5480875,283.6701382,3.95,6.93,3.99,6.93,3.95,6.93,4.47,6.93,4.11,6.93,4.15,6.93,4.11,6.93,4.91,6.93,4.47,6.93,4.59,6.93,4.59,6.93,6.04,6.93,5.19,6.93,5.72,6.93,6.12,6.93,6.16,6.93
118,155,37,3,El Mbazaa Field,Archaeological Site of Carthage,Site archéologique de Carthage,1979,0, ,10.330212199999998,36.85574568,1.08,1.307103994,0,1,1,0,0,0,(ii)(iii),Cultural,C,Spain,Espagne,Europe and North America,Europe et Amérique du nord,es,esp,0,3,,71.5,52,61,56.8,0.0,1,1,0,3700.2243710000002,3779.3922350000003,3700.2243710000002,3.95,6.93,3.99,6.93,3.95,6.93,4.47,6.93,4.11,6.93,4.15,6.93,4.11,6.93,4.91,6.93,4.47,6.93,4.59,6.93,4.59,6.93,6.04,6.93,5.19,6.93,5.72,6.93,6.12,6.93,6.16,6.93
119,156,37,2,"Land of the ""Maison de la chasse au sanglier""",Archaeological Site of Carthage,Site archéologique de Carthage,1979,0, ,10.32706823,36.8556896,2.31,2.169220078,1,1,0,1,0,0,(i)(ii)(iv),Cultural,C,Croatia,Croatie,Europe and North America,Europe et Amérique du nord,hr,hrv,0,4,,15.0,-2,3,-2.0,1.0,0,1,1,3287.9774239999997,147.4776552,147.4776552,3.95,6.93,3.99,6.93,3.95,6.93,4.47,6.93,4.11,6.93,4.15,6.93,4.11,6.93,4.91,6.93,4.47,6.93,4.59,6.93,4.59,6.93,6.04,6.93,5.19,6.93,5.72,6.93,6.12,6.93,6.16,6.93
